r_nm,g(r),H0(r)=g-1,H2(r)=g*C2,count_pairs
1.137500000000000000e+02,6.142485184418517985e-01,-3.857514815581482015e-01,-6.879384524900124774e-03,3.196000000000000000e+03
1.142500000000000000e+02,5.963099797911798339e-01,-4.036900202088201661e-01,2.177170904978465783e-04,3.130000000000000000e+03
1.147500000000000000e+02,5.388111085493915153e-01,-4.611888914506084847e-01,1.903372374528828920e-03,2.853000000000000000e+03
1.152500000000000000e+02,5.204788489084244407e-01,-4.795211510915755593e-01,6.624527728788725395e-03,2.780000000000000000e+03
1.157500000000000000e+02,4.966886859969398271e-01,-5.033113140030601729e-01,1.676277197465843045e-03,2.676000000000000000e+03
1.162500000000000000e+02,4.593025065988793898e-01,-5.406974934011206102e-01,4.151900242946563943e-03,2.496000000000000000e+03
1.167500000000000000e+02,4.657760933765673905e-01,-5.342239066234326650e-01,-1.123568005974632166e-03,2.553000000000000000e+03
1.172500000000000000e+02,4.486070926981379769e-01,-5.513929073018619675e-01,-4.079706369482313452e-03,2.480000000000000000e+03
1.177500000000000000e+02,4.336852209422548121e-01,-5.663147790577451879e-01,-4.293091494122409403e-03,2.418000000000000000e+03
1.182500000000000000e+02,4.282470119712732948e-01,-5.717529880287266497e-01,-2.063511075663713654e-03,2.408000000000000000e+03
1.187500000000000000e+02,4.341711577753422091e-01,-5.658288422246577909e-01,-3.614264030493976980e-03,2.462000000000000000e+03
1.192500000000000000e+02,4.398062245649090318e-01,-5.601937754350909682e-01,5.539638683169855696e-04,2.515000000000000000e+03
1.197500000000000000e+02,4.585118500344002590e-01,-5.414881499655996855e-01,-5.283358776964010642e-03,2.644000000000000000e+03
1.202500000000000000e+02,4.504073676610080290e-01,-5.495926323389919155e-01,-3.540432544899754265e-03,2.619000000000000000e+03
1.207500000000000000e+02,4.555538977389123612e-01,-5.444461022610875833e-01,-2.537566783181917970e-03,2.671000000000000000e+03
1.212500000000000000e+02,4.702420467589212838e-01,-5.297579532410787717e-01,-5.747618775309370435e-04,2.780000000000000000e+03
1.217500000000000000e+02,4.991018595372800348e-01,-5.008981404627199652e-01,3.683445724053800024e-03,2.975000000000000000e+03
1.222500000000000000e+02,5.026817835746503205e-01,-4.973182164253496795e-01,-3.115503878461384300e-03,3.021000000000000000e+03
1.227500000000000000e+02,5.217009792491748010e-01,-4.782990207508251990e-01,1.806490903510007701e-03,3.161000000000000000e+03
1.232500000000000000e+02,5.533284519280127212e-01,-4.466715480719872788e-01,-3.755113702203893150e-03,3.380000000000000000e+03
1.237500000000000000e+02,5.508147811118345727e-01,-4.491852188881654273e-01,1.076622395850165533e-03,3.392000000000000000e+03
1.242500000000000000e+02,5.562165938248349040e-01,-4.437834061751650960e-01,1.171889975356756909e-03,3.453000000000000000e+03
1.247500000000000000e+02,5.957100853476350322e-01,-4.042899146523649678e-01,-5.266429521323932363e-03,3.728000000000000000e+03
1.252500000000000000e+02,5.871589248771721392e-01,-4.128410751228278608e-01,-7.770094539398158043e-04,3.704000000000000000e+03
1.257500000000000000e+02,5.939790877578354777e-01,-4.060209122421645223e-01,-2.698707846793133719e-03,3.777000000000000000e+03
1.262500000000000000e+02,5.711854197229965235e-01,-4.288145802770034765e-01,-2.344396128057568349e-03,3.661000000000000000e+03
1.267500000000000000e+02,5.810834280302346055e-01,-4.189165719697653945e-01,-4.020965368828293036e-03,3.754000000000000000e+03
1.272500000000000000e+02,5.898870781878736702e-01,-4.101129218121263298e-01,-1.742523047683561688e-03,3.841000000000000000e+03
1.277500000000000000e+02,5.785740316940485295e-01,-4.214259683059514705e-01,5.647178738452125063e-03,3.797000000000000000e+03
1.282500000000000000e+02,6.012858739787625417e-01,-3.987141260212374583e-01,4.371593218939979868e-03,3.977000000000000000e+03
1.287500000000000000e+02,6.279786895868355590e-01,-3.720213104131644410e-01,-5.407967482576353513e-03,4.186000000000000000e+03
1.292500000000000000e+02,6.414392752628961247e-01,-3.585607247371038753e-01,5.006826761232444079e-03,4.309000000000000000e+03
1.297500000000000000e+02,6.667867778899094766e-01,-3.332132221100905234e-01,5.778721006296502283e-04,4.514000000000000000e+03
1.302500000000000000e+02,7.194311661604385622e-01,-2.805688338395614378e-01,-3.294428345591274201e-03,4.908000000000000000e+03
1.307500000000000000e+02,7.757617213431464709e-01,-2.242382786568535291e-01,7.488181010265703005e-04,5.333000000000000000e+03
1.312500000000000000e+02,8.199547181514427185e-01,-1.800452818485572815e-01,3.745252564456152521e-03,5.680000000000000000e+03
1.317500000000000000e+02,9.090139253715636691e-01,-9.098607462843633087e-02,8.485910028091596044e-03,6.345000000000000000e+03
1.322500000000000000e+02,9.583158976341695778e-01,-4.168410236583042217e-02,8.007843243358177959e-03,6.740000000000000000e+03
1.327500000000000000e+02,1.032110162198072167e+00,3.211016219807216743e-02,-1.063921761226993036e-02,7.314000000000000000e+03
1.332500000000000000e+02,1.104911969534162264e+00,1.049119695341622638e-01,-4.580024972098215540e-03,7.889000000000000000e+03
1.337500000000000000e+02,1.180212653376008003e+00,1.802126533760080029e-01,-8.169355050835705109e-03,8.490000000000000000e+03
1.342500000000000000e+02,1.266367109239737498e+00,2.663671092397374984e-01,7.372426281460412768e-03,9.178000000000000000e+03
1.347500000000000000e+02,1.336695320283988409e+00,3.366953202839884085e-01,1.783119003398092248e-02,9.760000000000000000e+03
1.352500000000000000e+02,1.441840541778115270e+00,4.418405417781152700e-01,4.218560958933963156e-03,1.060600000000000000e+04
1.357500000000000000e+02,1.472667275420515232e+00,4.726672754205152316e-01,-1.652407973012136409e-03,1.091300000000000000e+04
1.362500000000000000e+02,1.539305993661282290e+00,5.393059936612822902e-01,-8.305802576849501259e-04,1.149100000000000000e+04
1.367500000000000000e+02,1.632991237870915491e+00,6.329912378709154908e-01,3.894094901288857637e-03,1.228000000000000000e+04
1.372500000000000000e+02,1.692797830189161745e+00,6.927978301891617452e-01,-3.216432865161416872e-03,1.282300000000000000e+04
1.377500000000000000e+02,1.733215735776822086e+00,7.332157357768220862e-01,4.408263140622261170e-03,1.322500000000000000e+04
1.382500000000000000e+02,1.783804817541247312e+00,7.838048175412473118e-01,9.491426844513465091e-03,1.371000000000000000e+04
1.387500000000000000e+02,1.780013891572370666e+00,7.800138915723706656e-01,2.807340607883259103e-03,1.378000000000000000e+04
1.392500000000000000e+02,1.845741598666359895e+00,8.457415986663598950e-01,-5.924903302221204253e-03,1.439200000000000000e+04
1.397500000000000000e+02,1.832557772295401621e+00,8.325577722954016213e-01,-3.581169571377330690e-04,1.439200000000000000e+04
1.402500000000000000e+02,1.843914804696297427e+00,8.439148046962974270e-01,9.151277819032305931e-04,1.458500000000000000e+04
1.407500000000000000e+02,1.844394545562198617e+00,8.443945455621986174e-01,-3.173988441622959539e-03,1.469300000000000000e+04
1.412500000000000000e+02,1.798703879520042070e+00,7.987038795200420704e-01,3.164255293226255709e-03,1.443100000000000000e+04
1.417500000000000000e+02,1.774155654798702075e+00,7.741556547987020753e-01,6.769587761062707300e-03,1.433500000000000000e+04
1.422500000000000000e+02,1.783457962933757690e+00,7.834579629337576900e-01,1.494493945363995283e-02,1.451200000000000000e+04
1.427500000000000000e+02,1.750118113121410302e+00,7.501181131214103015e-01,2.976131027153577479e-03,1.434100000000000000e+04
1.432500000000000000e+02,1.689326793171651797e+00,6.893267931716517971e-01,1.265766380744407773e-03,1.394000000000000000e+04
1.437500000000000000e+02,1.685778784749542236e+00,6.857787847495422362e-01,1.400832611785265448e-02,1.400800000000000000e+04
1.442500000000000000e+02,1.652959052758999903e+00,6.529590527589999027e-01,-3.401048868185855938e-03,1.383100000000000000e+04
1.447500000000000000e+02,1.594915393156632222e+00,5.949153931566322218e-01,1.103399141835593534e-04,1.343800000000000000e+04
1.452500000000000000e+02,1.581478511634904605e+00,5.814785116349046046e-01,-8.398316598155634903e-04,1.341700000000000000e+04
1.457500000000000000e+02,1.540092818035428968e+00,5.400928180354289676e-01,-3.432654772609779366e-03,1.315600000000000000e+04
1.462500000000000000e+02,1.550856735994442293e+00,5.508567359944422925e-01,-5.674452040064678106e-03,1.333900000000000000e+04
1.467500000000000000e+02,1.525641531979169407e+00,5.256415319791694074e-01,-5.973525963621111219e-03,1.321200000000000000e+04
1.472500000000000000e+02,1.507155164411059678e+00,5.071551644110596779e-01,9.343643557337700731e-03,1.314100000000000000e+04
1.477500000000000000e+02,1.532855290041931662e+00,5.328552900419316618e-01,7.423660381693461888e-03,1.345600000000000000e+04
1.482500000000000000e+02,1.546407502393675193e+00,5.464075023936751929e-01,-1.977004871420072691e-04,1.366700000000000000e+04
1.487500000000000000e+02,1.524115657982623384e+00,5.241156579826233841e-01,-4.937843418949735934e-03,1.356100000000000000e+04
1.492500000000000000e+02,1.539597639355578140e+00,5.395976393555781403e-01,5.268079902307610737e-03,1.379100000000000000e+04
1.497500000000000000e+02,1.559496743808771457e+00,5.594967438087714573e-01,-8.677067742837267506e-04,1.406300000000000000e+04
1.502500000000000000e+02,1.571276178819269065e+00,5.712761788192690648e-01,6.915240415846839401e-04,1.426400000000000000e+04
1.507500000000000000e+02,1.565138067981938663e+00,5.651380679819386632e-01,2.881123844920338746e-03,1.430300000000000000e+04
1.512500000000000000e+02,1.596549859429456486e+00,5.965498594294564860e-01,1.190837030987012581e-03,1.468700000000000000e+04
1.517500000000000000e+02,1.578594973875167451e+00,5.785949738751674509e-01,6.224582017336129265e-03,1.461800000000000000e+04
1.522500000000000000e+02,1.568243559333941217e+00,5.682435593339412172e-01,1.297489551554603313e-02,1.461800000000000000e+04
1.527500000000000000e+02,1.566626648720383930e+00,5.666266487203839297e-01,9.696551463528471984e-03,1.469900000000000000e+04
1.532500000000000000e+02,1.535772838236290516e+00,5.357728382362905162e-01,-8.234076109316033551e-03,1.450400000000000000e+04
1.537500000000000000e+02,1.530639448732287411e+00,5.306394487322874109e-01,2.254470346037193429e-03,1.455000000000000000e+04
1.542500000000000000e+02,1.465651599453653864e+00,4.656515994536538638e-01,-6.276535254260922183e-04,1.402300000000000000e+04
1.547500000000000000e+02,1.432831045423445859e+00,4.328310454234458593e-01,1.784653110266660797e-03,1.379800000000000000e+04
1.552500000000000000e+02,1.384306823875028902e+00,3.843068238750289023e-01,5.967170800514149699e-03,1.341700000000000000e+04
1.557500000000000000e+02,1.320793013918040160e+00,3.207930139180401596e-01,9.241061466508824693e-03,1.288400000000000000e+04
1.562500000000000000e+02,1.253071430346557769e+00,2.530714303465577686e-01,-8.358897269366018755e-04,1.230200000000000000e+04
1.567500000000000000e+02,1.175760993146364397e+00,1.757609931463643971e-01,-1.028518226244063902e-02,1.161700000000000000e+04
1.572500000000000000e+02,1.079494515955376599e+00,7.949451595537659898e-02,2.991774894894412909e-03,1.073400000000000000e+04
1.577500000000000000e+02,1.009006068147600521e+00,9.006068147600521101e-03,-2.348308881782286851e-03,1.009700000000000000e+04
1.582500000000000000e+02,9.278666174081832141e-01,-7.213338259181678591e-02,-3.990273799126288490e-03,9.344000000000000000e+03
1.587500000000000000e+02,8.482211487494155655e-01,-1.517788512505844345e-01,-1.018415059592351398e-03,8.596000000000000000e+03
1.592500000000000000e+02,7.468067093517956057e-01,-2.531932906482043943e-01,-1.790506250247821899e-03,7.616000000000000000e+03
1.597500000000000000e+02,6.641833827517802380e-01,-3.358166172482197620e-01,2.871550871557247003e-03,6.816000000000000000e+03
1.602500000000000000e+02,5.952608146798469280e-01,-4.047391853201530720e-01,-1.299482598589643155e-03,6.147000000000000000e+03
1.607500000000000000e+02,5.174617238190933888e-01,-4.825382761809066112e-01,-2.579842496752693826e-03,5.377000000000000000e+03
1.612500000000000000e+02,4.422405245219181436e-01,-5.577594754780819120e-01,-4.844387645986191100e-03,4.624000000000000000e+03
1.617500000000000000e+02,3.835262711598398933e-01,-6.164737288401600512e-01,3.155490961648552833e-03,4.035000000000000000e+03
1.622500000000000000e+02,3.175911967652926271e-01,-6.824088032347073174e-01,-2.456028186284580500e-03,3.362000000000000000e+03
1.627500000000000000e+02,2.661651716640140442e-01,-7.338348283359859003e-01,-1.132517107306661589e-03,2.835000000000000000e+03
1.632500000000000000e+02,2.204010560184335166e-01,-7.795989439815664834e-01,-1.885346660264852325e-03,2.362000000000000000e+03
1.637500000000000000e+02,1.864118848637664749e-01,-8.135881151362335251e-01,-4.215724216125167796e-03,2.010000000000000000e+03
1.642500000000000000e+02,1.540301899845459566e-01,-8.459698100154540157e-01,1.672754709734099437e-03,1.671000000000000000e+03
1.647500000000000000e+02,1.334900399078543243e-01,-8.665099600921456480e-01,3.794382055448363681e-04,1.457000000000000000e+03
1.652500000000000000e+02,1.239411000776281940e-01,-8.760588999223718476e-01,2.320916163114210198e-03,1.361000000000000000e+03
1.657500000000000000e+02,1.191211761458009499e-01,-8.808788238541990223e-01,3.193080927266188362e-03,1.316000000000000000e+03
1.662500000000000000e+02,1.200252665976529881e-01,-8.799747334023469980e-01,1.193281052197793643e-03,1.334000000000000000e+03
1.667500000000000000e+02,1.263719346785648345e-01,-8.736280653214352210e-01,-8.453890942419242888e-05,1.413000000000000000e+03
1.672500000000000000e+02,1.303292437079630328e-01,-8.696707562920369394e-01,4.823893222787260099e-04,1.466000000000000000e+03
1.677500000000000000e+02,1.511162647821616967e-01,-8.488837352178383311e-01,1.012072322274990910e-03,1.710000000000000000e+03
1.682500000000000000e+02,1.698973017513371875e-01,-8.301026982486627848e-01,-1.113592482583368719e-03,1.934000000000000000e+03
1.687500000000000000e+02,1.955269780975328886e-01,-8.044730219024671669e-01,9.147765732470514556e-04,2.239000000000000000e+03
1.692500000000000000e+02,2.231952149489029591e-01,-7.768047850510970687e-01,1.293163083653329441e-03,2.571000000000000000e+03
1.697500000000000000e+02,2.501893432598210065e-01,-7.498106567401789935e-01,5.623582335191975754e-04,2.899000000000000000e+03
1.702500000000000000e+02,2.807237854178561420e-01,-7.192762145821438580e-01,-1.310353462520652849e-03,3.272000000000000000e+03
1.707500000000000000e+02,3.166115110737421356e-01,-6.833884889262578088e-01,1.112748690622092926e-03,3.712000000000000000e+03
1.712500000000000000e+02,3.507191883574400371e-01,-6.492808116425599074e-01,6.340685310576520649e-03,4.136000000000000000e+03
1.717500000000000000e+02,3.753200986956336527e-01,-6.246799013043663473e-01,3.252580778503766368e-03,4.452000000000000000e+03
1.722500000000000000e+02,4.131240847255293613e-01,-5.868759152744706942e-01,-1.353608894107679672e-03,4.929000000000000000e+03
1.727500000000000000e+02,4.497347684342200003e-01,-5.502652315657799997e-01,-6.571934530751006925e-04,5.397000000000000000e+03
1.732500000000000000e+02,4.801170305495345292e-01,-5.198829694504654153e-01,-1.007561287397545132e-03,5.795000000000000000e+03
1.737500000000000000e+02,5.210983748249728986e-01,-4.789016251750271014e-01,-2.139533814977434816e-03,6.326000000000000000e+03
1.742500000000000000e+02,5.457950247753698969e-01,-4.542049752246301031e-01,-3.898349410922413889e-03,6.664000000000000000e+03
1.747500000000000000e+02,5.878720746480218251e-01,-4.121279253519781749e-01,3.547235888288139262e-04,7.219000000000000000e+03
1.752500000000000000e+02,6.194204502295475034e-01,-3.805795497704524966e-01,8.150235498292328221e-04,7.650000000000000000e+03
1.757500000000000000e+02,6.469778589050740880e-01,-3.530221410949259120e-01,6.758755640599671804e-04,8.036000000000000000e+03
1.762500000000000000e+02,6.859008864802370598e-01,-3.140991135197629402e-01,5.254822017442671578e-03,8.568000000000000000e+03
1.767500000000000000e+02,7.243737519412101200e-01,-2.756262480587898800e-01,7.025607332499544293e-04,9.100000000000000000e+03
1.772500000000000000e+02,7.555950427583463247e-01,-2.444049572416536753e-01,-2.636958645896553700e-03,9.546000000000000000e+03
1.777500000000000000e+02,7.933804067320177067e-01,-2.066195932679822933e-01,1.860863246622466733e-03,1.008000000000000000e+04
1.782500000000000000e+02,8.337046780069541363e-01,-1.662953219930458637e-01,2.734128970868778766e-03,1.065200000000000000e+04
1.787500000000000000e+02,8.671060790194171641e-01,-1.328939209805828359e-01,-3.191863142593942375e-03,1.114100000000000000e+04
1.792500000000000000e+02,9.117318351601216841e-01,-8.826816483987831585e-02,1.357325739442607777e-04,1.178000000000000000e+04
1.797500000000000000e+02,9.345285809866670235e-01,-6.547141901333297653e-02,-3.425863697270012040e-03,1.214200000000000000e+04
1.802500000000000000e+02,9.748925681898267248e-01,-2.510743181017327519e-02,4.067765870322636104e-03,1.273700000000000000e+04
1.807500000000000000e+02,1.009239677947579183e+00,9.239677947579183481e-03,4.773883369375370167e-03,1.325900000000000000e+04
1.812500000000000000e+02,1.070898920295383361e+00,7.089892029538336082e-02,1.707381758813029558e-03,1.414700000000000000e+04
1.817500000000000000e+02,1.093320914521055620e+00,9.332091452105562013e-02,-1.066919436383900743e-03,1.452300000000000000e+04
1.822500000000000000e+02,1.130380103718680029e+00,1.303801037186800293e-01,-1.152932796915568433e-03,1.509800000000000000e+04
1.827500000000000000e+02,1.175580853362634848e+00,1.755808533626348478e-01,1.696738546983015241e-03,1.578800000000000000e+04
1.832500000000000000e+02,1.197537351750659118e+00,1.975373517506591181e-01,2.204472634894248575e-03,1.617100000000000000e+04
1.837500000000000000e+02,1.244647777921208620e+00,2.446477779212086201e-01,-7.060984978109088699e-04,1.689900000000000000e+04
1.842500000000000000e+02,1.272916645697685922e+00,2.729166456976859223e-01,-3.225821082578494634e-03,1.737700000000000000e+04
1.847500000000000000e+02,1.323884482982173649e+00,3.238844829821736493e-01,-8.222889583065835784e-03,1.817100000000000000e+04
1.852500000000000000e+02,1.339863744041928761e+00,3.398637440419287614e-01,-1.306287591418424593e-03,1.849000000000000000e+04
1.857500000000000000e+02,1.390464053973852643e+00,3.904640539738526428e-01,5.489863250125224560e-03,1.929200000000000000e+04
1.862500000000000000e+02,1.435125807736882697e+00,4.351258077368826971e-01,5.369334251600085296e-03,2.001900000000000000e+04
1.867500000000000000e+02,1.451694993453464866e+00,4.516949934534648659e-01,-3.124522909794353372e-03,2.035900000000000000e+04
1.872500000000000000e+02,1.468776221651147074e+00,4.687762216511470736e-01,-4.742531296722597364e-03,2.070900000000000000e+04
1.877500000000000000e+02,1.491722209569720237e+00,4.917222095697202366e-01,-4.872397921101292127e-03,2.114500000000000000e+04
1.882500000000000000e+02,1.495387126698293212e+00,4.953871266982932120e-01,1.624068904821664204e-03,2.131000000000000000e+04
1.887500000000000000e+02,1.514558113770424708e+00,5.145581137704247077e-01,-1.206637845909508660e-03,2.169800000000000000e+04
1.892500000000000000e+02,1.504552168251877431e+00,5.045521682518774309e-01,-7.520303902649017698e-04,2.166900000000000000e+04
1.897500000000000000e+02,1.504714436945512990e+00,5.047144369455129898e-01,-4.929799834910818116e-04,2.178600000000000000e+04
1.902500000000000000e+02,1.481150857582042457e+00,4.811508575820424571e-01,4.011848136126655237e-03,2.155800000000000000e+04
1.907500000000000000e+02,1.485903413682666541e+00,4.859034136826665407e-01,-2.890335730443817364e-03,2.174100000000000000e+04
1.912500000000000000e+02,1.439594499990513254e+00,4.395944999905132544e-01,3.695727182098801095e-04,2.117400000000000000e+04
1.917500000000000000e+02,1.416405379936762410e+00,4.164053799367624098e-01,-2.420898953094040805e-04,2.094200000000000000e+04
1.922500000000000000e+02,1.413420858634339083e+00,4.134208586343390834e-01,-2.386672276660954835e-03,2.100700000000000000e+04
1.927500000000000000e+02,1.369149487057891079e+00,3.691494870578910792e-01,-5.607808177057510730e-04,2.045500000000000000e+04
1.932500000000000000e+02,1.371129867004453828e+00,3.711298670044538284e-01,6.709298974617136820e-03,2.059100000000000000e+04
1.937500000000000000e+02,1.347235828370395794e+00,3.472358283703957937e-01,7.091916526403446198e-03,2.033700000000000000e+04
1.942500000000000000e+02,1.313090428885693273e+00,3.130904288856932727e-01,-1.655045740556364666e-03,1.992400000000000000e+04
1.947500000000000000e+02,1.317830865582584554e+00,3.178308655825845541e-01,-4.411708959193768112e-03,2.009900000000000000e+04
1.952500000000000000e+02,1.293999372957421956e+00,2.939993729574219561e-01,2.625350508236656139e-03,1.983700000000000000e+04
1.957500000000000000e+02,1.270653457653056595e+00,2.706534576530565950e-01,3.595492438802246320e-03,1.957900000000000000e+04
1.962500000000000000e+02,1.265284703163934044e+00,2.652847031639340436e-01,1.509968209565422294e-03,1.959600000000000000e+04
1.967500000000000000e+02,1.261238856692529664e+00,2.612388566925296640e-01,-5.770811982964536846e-03,1.963300000000000000e+04
1.972500000000000000e+02,1.256706396680933979e+00,2.567063966809339792e-01,3.607050995120079321e-03,1.966200000000000000e+04
1.977500000000000000e+02,1.242919060484134475e+00,2.429190604841344747e-01,1.151551792957778439e-03,1.954500000000000000e+04
1.982500000000000000e+02,1.229887375117183046e+00,2.298873751171830460e-01,-3.712166906674188235e-03,1.943800000000000000e+04
1.987500000000000000e+02,1.229876574598816275e+00,2.298765745988162745e-01,-1.709130692201240014e-03,1.953600000000000000e+04
1.992500000000000000e+02,1.209054307936350048e+00,2.090543079363500478e-01,3.343747166631576371e-03,1.930200000000000000e+04
1.997500000000000000e+02,1.196527181770629555e+00,1.965271817706295554e-01,4.890030667034209189e-03,1.919800000000000000e+04
2.002500000000000000e+02,1.195086552360390408e+00,1.950865523603904084e-01,5.193423434245032257e-03,1.927100000000000000e+04
2.007500000000000000e+02,1.212650932928172276e+00,2.126509329281722760e-01,1.987661650450459928e-03,1.965200000000000000e+04
2.012500000000000000e+02,1.166600022663481839e+00,1.666000226634818393e-01,1.581411413263553818e-03,1.900000000000000000e+04
2.017500000000000000e+02,1.159236286821792694e+00,1.592362868217926941e-01,-1.518631036948517917e-03,1.897400000000000000e+04
2.022500000000000000e+02,1.175580014762835246e+00,1.755800147628352459e-01,1.198370034219653621e-03,1.933700000000000000e+04
2.027500000000000000e+02,1.163497524211034584e+00,1.634975242110345839e-01,-5.984970427653026753e-03,1.923300000000000000e+04
2.032500000000000000e+02,1.159525830196305618e+00,1.595258301963056180e-01,-2.535191723429333806e-03,1.926200000000000000e+04
2.037500000000000000e+02,1.159772235764306325e+00,1.597722357643063251e-01,-9.055187826536370077e-04,1.936100000000000000e+04
2.042500000000000000e+02,1.142477119210678405e+00,1.424771192106784046e-01,3.993484652892380186e-03,1.916600000000000000e+04
2.047500000000000000e+02,1.154047200811028073e+00,1.540472008110280733e-01,-4.908094391875857500e-04,1.945500000000000000e+04
2.052500000000000000e+02,1.129718852745119628e+00,1.297188527451196283e-01,5.006860472347342142e-04,1.913800000000000000e+04
2.057500000000000000e+02,1.120298968339439316e+00,1.202989683394393161e-01,-4.053683142554369984e-03,1.907100000000000000e+04
2.062500000000000000e+02,1.099557511337175386e+00,9.955751133717538615e-02,-3.558255299341016135e-03,1.880900000000000000e+04
2.067500000000000000e+02,1.067775246227549601e+00,6.777524622754960149e-02,-1.381848785704024385e-03,1.835400000000000000e+04
2.072500000000000000e+02,1.047055234559975068e+00,4.705523455997506765e-02,-2.085347793146811231e-03,1.808500000000000000e+04
2.077500000000000000e+02,1.006816731464627690e+00,6.816731464627689974e-03,-1.585718186315601740e-04,1.747400000000000000e+04
2.082500000000000000e+02,9.925838516393502564e-01,-7.416148360649743587e-03,-7.358447230957398770e-03,1.731000000000000000e+04
2.087500000000000000e+02,9.412106839308078676e-01,-5.878931606919213237e-02,2.118650918766137089e-03,1.649300000000000000e+04
2.092500000000000000e+02,9.045153381328339126e-01,-9.548466186716608739e-02,1.029270231106325061e-02,1.592600000000000000e+04
2.097500000000000000e+02,8.899772058874123593e-01,-1.100227941125876407e-01,-1.017939256903322874e-03,1.574500000000000000e+04
2.102500000000000000e+02,8.523332815335441515e-01,-1.476667184664558485e-01,-3.517071530465579535e-03,1.515100000000000000e+04
2.107500000000000000e+02,8.238824608200532307e-01,-1.761175391799467693e-01,-4.368642578861568434e-05,1.471500000000000000e+04
2.112500000000000000e+02,7.889484556895957068e-01,-2.110515443104042932e-01,3.027096362703307880e-03,1.415800000000000000e+04
2.117500000000000000e+02,7.598255389739209109e-01,-2.401744610260790891e-01,-2.274860438344990590e-03,1.370000000000000000e+04
2.122500000000000000e+02,7.562498943394105888e-01,-2.437501056605894112e-01,4.906771168866702832e-04,1.370000000000000000e+04
2.127500000000000000e+02,7.168225887978471045e-01,-2.831774112021528955e-01,3.151963960757678523e-03,1.304700000000000000e+04
2.132500000000000000e+02,6.967864213048940991e-01,-3.032135786951059009e-01,2.320629930199639371e-03,1.274200000000000000e+04
2.137500000000000000e+02,6.755145168474105954e-01,-3.244854831525894046e-01,2.288237884729171800e-04,1.241100000000000000e+04
2.142500000000000000e+02,6.561127851579702241e-01,-3.438872148420297759e-01,-1.439472005146496744e-03,1.211100000000000000e+04
2.147500000000000000e+02,6.491786480080555810e-01,-3.508213519919444190e-01,2.629395350350448822e-03,1.203900000000000000e+04
2.152500000000000000e+02,6.271660690944939054e-01,-3.728339309055060946e-01,-5.643126692684654472e-03,1.168500000000000000e+04
2.157500000000000000e+02,6.142187647201753364e-01,-3.857812352798246636e-01,-1.284526885813269768e-04,1.149700000000000000e+04
2.162500000000000000e+02,6.086696777806922531e-01,-3.913303222193077469e-01,1.705612236560042835e-03,1.144600000000000000e+04
2.167500000000000000e+02,6.204741066196249877e-01,-3.795258933803750123e-01,2.658963716341706304e-03,1.172200000000000000e+04
2.172500000000000000e+02,6.119309356115028020e-01,-3.880690643884971980e-01,-2.052994873304816309e-03,1.161400000000000000e+04
2.177500000000000000e+02,6.190889196130755501e-01,-3.809110803869244499e-01,-4.356494849156665808e-03,1.180400000000000000e+04
2.182500000000000000e+02,6.195968348582109320e-01,-3.804031651417890680e-01,-4.257979132038882709e-04,1.186800000000000000e+04
2.187500000000000000e+02,6.319425658767174880e-01,-3.680574341232825120e-01,-2.173537768089843156e-03,1.216000000000000000e+04
2.192500000000000000e+02,6.665176734968969452e-01,-3.334823265031030548e-01,-2.074965218640135740e-03,1.288400000000000000e+04
2.197500000000000000e+02,6.915024493386873194e-01,-3.084975506613126806e-01,2.708531868054897627e-03,1.342800000000000000e+04
2.202500000000000000e+02,7.047194469589058707e-01,-2.952805530410941293e-01,-1.051812543467024481e-03,1.374700000000000000e+04
2.207500000000000000e+02,7.418455973237030321e-01,-2.581544026762969679e-01,-9.678846626707362285e-04,1.453700000000000000e+04
2.212500000000000000e+02,7.664370476004420674e-01,-2.335629523995579326e-01,-3.816417621499792936e-03,1.508700000000000000e+04
2.217500000000000000e+02,8.040999312254092368e-01,-1.959000687745907632e-01,2.514740682409276232e-04,1.590000000000000000e+04
2.222500000000000000e+02,8.590876203846609105e-01,-1.409123796153390895e-01,-2.575525355204848557e-03,1.706400000000000000e+04
2.227500000000000000e+02,8.935263362652308139e-01,-1.064736637347691861e-01,9.172142957984381157e-04,1.782800000000000000e+04
2.232500000000000000e+02,9.224591754090106788e-01,-7.754082459098932123e-02,-1.958027004248635069e-03,1.848800000000000000e+04
2.237500000000000000e+02,9.682616977280097403e-01,-3.173830227199025966e-02,2.572092899419421100e-03,1.949300000000000000e+04
2.242500000000000000e+02,1.003559000429688597e+00,3.559000429688596867e-03,1.553415673831846271e-03,2.029400000000000000e+04
2.247500000000000000e+02,1.066151689863686691e+00,6.615168986368669124e-02,-2.391231256483259283e-03,2.165600000000000000e+04
2.252500000000000000e+02,1.112838301166629407e+00,1.128383011666294067e-01,7.262821943033716254e-03,2.270500000000000000e+04
2.257500000000000000e+02,1.162273040126444279e+00,1.622730401264442790e-01,-2.816253494907637340e-03,2.381900000000000000e+04
2.262500000000000000e+02,1.194548669358876269e+00,1.945486693588762694e-01,-1.621583970880916253e-03,2.458900000000000000e+04
2.267500000000000000e+02,1.250760296419376250e+00,2.507602964193762496e-01,2.282244816104246361e-03,2.586000000000000000e+04
2.272500000000000000e+02,1.293753534224420187e+00,2.937535342244201875e-01,-4.553767253439245516e-03,2.686700000000000000e+04
