q_nm^-1,I(q)_perVol,I_self_perVol,I_pair_perVol,I_pair0_perVol,I_pair2_perVol,Seff,Snn(q),O2(q),<|F|^2>,A0(q),A2(q),I0(q),I2(q)
6.747544053110693212e-03,1.227863969097037113e+02,1.227861850729059512e+02,2.118367977560864195e-04,2.118359797081745114e-04,8.180479119028011776e-10,1.000001725249445972e+00,7.619881818005694640e+00,5.387646272750455309e-03,3.837068283528311178e+06,9.999988742812265796e-01,4.744928666950479039e-03,1.646229553155889153e+04,1.339797712404470076e+01
7.067181273927491438e-03,1.227298117561422117e+02,1.227297052027779074e+02,1.065533643041804447e-04,1.065524384980155595e-04,9.258061648833442782e-10,1.000000868195390247e+00,4.329768214672848003e+00,5.557719748607394851e-03,3.835303287586809602e+06,9.999986450678933769e-01,5.205631798878289536e-03,8.280454229929047870e+03,1.382091516109863960e+01
7.401959996915644276e-03,1.226677805731355733e+02,1.226677774777999161e+02,3.095335662582484880e-06,3.094297294814469922e-06,1.038367768015151785e-09,1.000000025233486189e+00,1.096696948160968077e+00,5.681720619281043459e-03,3.833368046181247570e+06,9.999983691520901719e-01,5.711120789775744888e-03,2.404655825268564513e+02,1.412928002852692089e+01
7.752597488629464108e-03,1.225997824968651173e+02,1.225998795960841363e+02,-9.709921901812618552e-05,-9.710037095270370995e-05,1.151934577519176676e-09,9.999992079990670524e-01,-2.034392548759824226e+00,5.745185444885886686e-03,3.831246237377629615e+06,9.999980370081531511e-01,6.265760416753488916e-03,-7.545915209630329628e+03,1.428710410208122994e+01
8.119844993184008319e-03,1.225252473860063134e+02,1.225254398276523347e+02,-1.924416460175219301e-04,-1.924429067189275318e-04,1.260701405590573821e-09,9.999984293739627716e-01,-5.013855044717757892e+00,5.731008539977875023e-03,3.828919994614135474e+06,9.999976371643202189e-01,6.874343084621807598e-03,-1.495523058445253992e+04,1.425184903186476504e+01
8.504489341802676933e-03,1.224435512548346168e+02,1.224438324686430946e+02,-2.812138084737994558e-04,-2.812151646463601005e-04,1.356172560650075361e-09,9.999977033240237123e-01,-7.787998889988996254e+00,5.619153464483541902e-03,3.826369764645096846e+06,9.999971558041191866e-01,7.542131174772969196e-03,-2.185396036293497309e+04,1.397368827913288669e+01
8.907354638610439843e-03,1.223540113043025030e+02,1.223543729045527613e+02,-3.616002502635990226e-04,-3.616016765620611180e-04,1.426298462112031047e-09,9.999970446479216069e-01,-1.030009108084693459e+01,5.386386194920070487e-03,3.823574153267274145e+06,9.999965762857796481e-01,8.274903679026375178e-03,-2.810102113914731308e+04,1.339484356755428962e+01
9.329304026284686302e-03,1.222558805216347224e+02,1.222563122545718812e+02,-4.317329371552297134e-04,-4.317343915554337709e-04,1.454400204036378268e-09,9.999964686245708112e-01,-1.249175534153088840e+01,5.006054464138902024e-03,3.820509757955371402e+06,9.999958785627089952e-01,9.079007570077393327e-03,-3.355124302486130910e+04,1.244903614617118137e+01
9.771241535346501458e-03,1.221483418185682552e+02,1.221488315683463100e+02,-4.897497780542446654e-04,-4.897511959050425889e-04,1.417850797941799342e-09,9.999959905488102763e-01,-1.430480080703858548e+01,4.447946406633131178e-03,3.817150986510822549e+06,9.999950384845276430e-01,9.961414411290087090e-03,-3.805991721057843824e+04,1.106113526911713052e+01
1.023411402105452693e-02,1.220305016784533478e+02,1.220310355460720615e+02,-5.338676187191922435e-04,-5.338689052060927595e-04,1.286486900516511442e-09,9.999956251488293368e-01,-1.568350293902328474e+01,3.678272157954542033e-03,3.813469860814752057e+06,9.999940269538565296e-01,1.092978276612826573e-02,-4.148846813802687393e+04,9.147112437121222683e+00
1.071891319205127598e-02,1.219013832831716115e+02,1.219019457528292207e+02,-5.624696576039756252e-04,-5.624706783405183323e-04,1.020736542695580225e-09,9.999953858844981003e-01,-1.657733509835999541e+01,2.659824478451114967e-03,3.809435804775913246e+06,9.999928089088537808e-01,1.199252703238971700e-02,-4.371124636385406484e+04,6.614440835973709909e+00
1.122667773510813496e-02,1.217599190923698274e+02,1.217604932986001387e+02,-5.742062303064738270e-04,-5.742067997764934697e-04,5.694700196634118183e-10,9.999952841335086884e-01,-1.694411785147996596e+01,1.352388652593135288e-03,3.805015415581254289e+06,9.999913420951740406e-01,1.315889339973300327e-02,-4.462336024197746156e+04,3.363114672524773141e+00
1.175849554052156923e-02,1.216049428500276122e+02,1.216055109566547543e+02,-5.681066271361264212e-04,-5.681064947531445659e-04,-1.323829818616332485e-10,9.999953282822244827e-01,-1.675351303105280465e+01,-2.865126157734187431e-04,3.800172217395461164e+06,9.999895755833387856e-01,1.443904371194480035e-02,-4.414936493966299167e+04,-7.124984227895083677e-01
1.231550603292826118e-02,1.214351809970616216e+02,1.214357246951058471e+02,-5.436980442247592825e-04,-5.436968778734915450e-04,-1.166351267760162489e-09,9.999955227504460087e-01,-1.599074070169450934e+01,-2.300437793541670103e-03,3.794866396722057834e+06,9.999874479781875047e-01,1.584414810947368940e-02,-4.225250577292717935e+04,-5.720719470587027899e+00
1.289890261253308010e-02,1.212492434737254285e+02,1.212497445996659877e+02,-5.011259405661597308e-04,-5.011233076718866856e-04,-2.632894273005018322e-09,9.999958669938463496e-01,-1.466034006678166257e+01,-4.732292611765890472e-03,3.789054518739562482e+06,9.999848852557354784e-01,1.738648743461875326e-02,-3.894407081450569240e+04,-1.176824627062183026e+01
1.350993521198026563e-02,1.210456139022163882e+02,1.210460551702457792e+02,-4.412680293844260218e-04,-4.412633758523944075e-04,-4.653532031636217745e-09,9.999963545443197876e-01,-1.278973149402647813e+01,-7.621917194124426358e-03,3.782689224070180673e+06,9.999817981489151908e-01,1.907956650339040841e-02,-3.429224892475470551e+04,-1.895415308253143394e+01
1.414991297434575919e-02,1.208226391483806879e+02,1.208230049803416364e+02,-3.658319609438583412e-04,-3.658245887638190020e-04,-7.372180039337092747e-09,9.999969721663435340e-01,-1.043226900578842198e+01,-1.100286518240783593e-02,3.775718905635676347e+06,9.999780789868615294e-01,2.093823948671415941e-02,-2.842972067230461471e+04,-2.736188096802993641e+01
1.482020705798858633e-02,1.205785182719564546e+02,1.205787956965548915e+02,-2.774245984430544079e-04,-2.774136434098001648e-04,-1.095503325422416092e-08,9.999976992256653929e-01,-7.669405247304858619e+00,-1.489825674658633303e-02,3.768087365517340600e+06,9.999735978718177210e-01,2.297884880208868330e-02,-2.155904216836536943e+04,-3.704892507299052795e+01
1.552225357427047987e-02,1.203112908876542235e+02,1.203114704665178465e+02,-1.795788636208255767e-04,-1.795632755271900816e-04,-1.558809363548970814e-08,9.999985073836856753e-01,-4.611530817832529827e+00,-1.931561931857754544e-02,3.759733452078682836e+06,9.999681980526110570e-01,2.521937909806180531e-02,-1.395473231203989417e+04,-4.803400458488943059e+01
1.625755666443795197e-02,1.200188249747712206e+02,1.200189016975109979e+02,-7.672273978012767468e-05,-7.670126863277587799e-05,-2.147114735179306682e-08,9.999993607445269994e-01,-1.397006473318197273e+00,-2.424069253360769394e-02,3.750590678047218826e+06,9.999616903229201492e-01,2.767962812173310402e-02,-5.960866075810350594e+03,-6.028165688585102089e+01
1.702769172225899671e-02,1.196988041911831431e+02,1.196987782657663075e+02,2.592541683871467503e-05,2.595422353476569202e-05,-2.880669605101564315e-08,1.000000216588817548e+00,1.811106921099765232e+00,-2.963027889943101872e-02,3.740586820805197116e+06,9.999538462348631640e-01,3.038139649814518284e-02,2.017057435454305960e+03,-7.368445862556143311e+01
1.783430876931909465e-02,1.193487147686455359e+02,1.193485922185950869e+02,1.225500504440450429e-04,1.225878325264895437e-04,-3.778208244449464756e-08,1.000001026824432371e+00,4.831082813457554082e+00,-3.540438222583568162e-02,3.729643506831096485e+06,9.999443898722295554e-01,3.334869872489602122e-02,9.527121361815239652e+03,-8.804347559932170952e+01
1.867913599020782842e-02,1.189658320905432731e+02,1.189656250588998461e+02,2.070316434214231462e-04,2.070801863352244882e-04,-4.854291380133630925e-08,1.000001740264411021e+00,7.471689504668693083e+00,-4.143810476142949228e-02,3.717675783090620302e+06,9.999329878708465014e-01,3.660799800148555050e-02,1.609377148162441154e+04,-1.030481125803329405e+02
1.956398343517064958e-02,1.185472070807634992e+02,1.185469337352969035e+02,2.733454665968795480e-04,2.734066226180927343e-04,-6.115602121320718451e-08,1.000002305799551072e+00,9.544647045550314957e+00,-4.755408115428955834e-02,3.704591679228028283e+06,9.999192373036313031e-01,4.018846787749012772e-02,2.124879397304519080e+04,-1.182572981234113740e+02
2.049074689815848227e-02,1.180896525635575358e+02,1.180893365020954491e+02,3.160614620867930593e-04,3.161370228957246760e-04,-7.556080893161542310e-08,1.000002676460647999e+00,1.088024379772465267e+01,-5.351661469847295016e-02,3.690291765690483153e+06,9.999026509615603908e-01,4.412228412460399152e-02,2.457015061501436139e+04,-1.330849026063492602e+02
2.146141197858403640e-02,1.175897297896957525e+02,1.175893988629897251e+02,3.309267060236887269e-04,3.310182152575660386e-04,-9.150923387729350423e-08,1.000002814256295336e+00,1.134553338423351221e+01,-5.902913546062758116e-02,3.674668714468428865e+06,9.998826394551659780e-01,4.844495072391525464e-02,2.572723089098418859e+04,-1.467934171093744453e+02
2.247805833548725124e-02,1.170437353650216750e+02,1.170434198719086254e+02,3.154931130512859667e-04,3.156016102165666104e-04,-1.084971652806395897e-07,1.000002695521998497e+00,1.086394617192247836e+01,-6.373708180666290413e-02,3.657606870997144841e+06,9.998584894290335479e-01,5.319566442192447120e-02,2.452962174459126618e+04,-1.585011191841080063e+02
2.354286414322417920e-02,1.164476888656730864e+02,1.164474191355452746e+02,2.697301278158952182e-04,2.698558217045790510e-04,-1.256938886838555484e-07,1.000002316325512508e+00,9.434433873905891943e+00,-6.723873890379139517e-02,3.638981847985790111e+06,9.998293370178347184e-01,5.841772295864699344e-02,2.097471630021635428e+04,-1.672090259969332919e+02
2.465811075822603796e-02,1.157973214831084476e+02,1.157971249462839864e+02,1.965368244598845353e-04,1.966787068028407999e-04,-1.418823429562597742e-07,1.000001697251331256e+00,7.147475134677922171e+00,-6.910681906676173492e-02,3.618660154571374878e+06,9.997941354683959059e-01,6.415898282193763236e-02,1.528751648778916388e+04,-1.718545602473808174e+02
2.582618760682677331e-02,1.150880661169091326e+02,1.150879640732610483e+02,1.020436480905341454e-04,1.021990784445650003e-04,-1.554303540308603449e-07,1.000000886657861354e+00,4.194514669008760244e+00,-6.892344247186671380e-02,3.596498877289407887e+06,9.997516155978867225e-01,7.047237324872455966e-02,7.944106255504908404e+03,-1.713985400673042250e+02
2.704959730463134260e-02,1.143150494317645212e+02,1.143150538548619153e+02,-4.423097388695496532e-06,-4.258775272971687263e-06,-1.643221157238095596e-07,9.999999613078308647e-01,8.668733663391289257e-01,-6.633040538158410659e-02,3.572345432964434847e+06,9.997002374400340008e-01,7.741647419201123925e-02,-3.310587781923677539e+02,-1.649501858401307288e+02
2.833096101839324005e-02,1.134730865273438241e+02,1.134731973697212908e+02,-1.108423774607516268e-04,-1.106760895699704546e-04,-1.662878907811690793e-07,9.999990231845049538e-01,-2.459879822200864208e+00,-6.109488309822262014e-02,3.546037417803790420e+06,9.996381310323979585e-01,8.505616711889102399e-02,-8.604015253237117577e+03,-1.519305100422440660e+02
2.967302408188869645e-02,1.125566790483616302e+02,1.125568826167110501e+02,-2.035683494201820517e-04,-2.034092742406919672e-04,-1.590751794900823586e-07,9.999981914180218201e-01,-5.359318690961623943e+00,-5.318767579274292362e-02,3.517402581772220321e+06,9.995630237962519482e-01,9.346336881566358334e-02,-1.581432819317536996e+04,-1.322668986560028088e+02
3.107866187782013997e-02,1.115600178000492662e+02,1.115602868085382937e+02,-2.690084890285899719e-04,-2.688675879566044635e-04,-1.409010719855316932e-07,9.999975886715898321e-01,-7.406549509635937056e+00,-4.286653270724134768e-02,3.486258962766821962e+06,9.994721513283231218e-01,1.027178598656300901e-01,-2.090537357508294372e+04,-1.066003214619979360e+02
3.255088599835059826e-02,1.104769912415658695e+02,1.104772870788598595e+02,-2.958372939914861240e-04,-2.957261886074961650e-04,-1.111053839899706845e-07,9.999973221890053887e-01,-8.247341832943112294e+00,-3.075102250791366884e-02,3.452415221214370802e+06,9.993621476241048018e-01,1.129082211426649524e-01,-2.299625254958381629e+04,-7.647151933225926257e+01
3.409285069746811198e-02,1.093012016080311639e+02,1.093014791186999020e+02,-2.775106687406906627e-04,-2.774396908438471194e-04,-7.097789684355326507e-08,9.999974610529429597e-01,-7.676680842971382646e+00,-1.786842482522354308e-02,3.415671222459372133e+06,9.992289097383846297e-01,1.241328935290349766e-01,-2.157713509046326726e+04,-4.443512712812911047e+01
3.570785964900462933e-02,1.080259908452982955e+02,1.080262054924474313e+02,-2.146471491333062020e-04,-2.146224975487983646e-04,-2.465158450783544475e-08,9.999980130085273089e-01,-5.713213585975573494e+00,-5.643620794011995276e-03,3.375818921638982370e+06,9.990674305985579595e-01,1.365013781023750872e-01,-1.669439259749501798e+04,-1.403453353598775522e+01
3.739937302478797687e-02,1.066444789882494177e+02,1.066445956328058173e+02,-1.166445563929285461e-04,-1.166647224696115541e-04,2.016607668301416675e-08,9.999989062309655452e-01,-2.649891143393992898e+00,4.197471567691306651e-03,3.332643613525182009e+06,9.988715920401938231e-01,1.501355961991208410e-01,-9.076534644038809347e+03,1.043825544508997893e+01
3.917101490809260511e-02,1.051496179969353051e+02,1.051496197710085880e+02,-1.774073285967358274e-06,-1.826071444528093427e-06,5.199815856073522632e-08,9.999999831281055629e-01,9.428572050450264586e-01,9.837914738565217351e-03,3.285925617844018620e+06,9.986339080275631330e-01,1.651714309591547358e-01,-1.421024731120414799e+02,2.446488688061352690e+01
4.102658105827194229e-02,1.035342642745456487e+02,1.035341593129413127e+02,1.049616043308083371e-04,1.049051557483025193e-04,5.644858250581897641e-08,1.000001013787189086e+00,4.283719999527518141e+00,9.705180473227251539e-03,3.235442478529416025e+06,9.983452053177961361e-01,1.817604740244728456e-01,8.165941713351887302e+03,2.413480384239151988e+01
4.297004704320839252e-02,1.017912729982334383e+02,1.017910964082443712e+02,1.765899890635421940e-04,1.765713389816845605e-04,1.865008185762979356e-08,1.000001734827458355e+00,6.528944159229152611e+00,2.913026561027589386e-03,3.180971762757636607e+06,9.979942253471670854e-01,2.000720027232910370e-01,1.374935614094348421e+04,7.244102758523837338e+00
4.500557675700497806e-02,9.991361689365231769e+01,9.991342565655450869e+01,1.912370978054674998e-04,1.913094063467094214e-04,-7.230854124192219686e-08,1.000001914028035399e+00,6.992999156402205152e+00,-1.025733548280349273e-02,3.122294551767328754e+06,9.975671266277486016e-01,2.202952138592304820e-01,1.490336624510890397e+04,-2.550790070375107632e+01
4.713753134116724364e-02,9.789453116879793981e+01,9.789439102358156219e+01,1.401452163806489069e-04,1.403623441724220571e-04,-2.171277917731388981e-07,1.000001431595977097e+00,5.399315043613944987e+00,-2.796404076909566813e-02,3.059199719486923888e+06,9.970468611370276735e-01,2.426417394015986106e-01,1.094019899077650734e+04,-6.954086433163847403e+01
4.937047852839003548e-02,9.572768517264930210e+01,9.572765106104924371e+01,3.411160005860733497e-05,3.451097233672127061e-05,-3.993722781139337800e-07,1.000000356340092766e+00,2.082350937851447092e+00,-4.668208458005122796e-02,2.991489095657789148e+06,9.964123906645142581e-01,2.673484657622531291e-01,2.691585967487603739e+03,-1.160888205429546645e+02
5.170920242896760721e-02,9.340738039770943146e+01,9.340747538871418953e+01,-9.499100476147555533e-05,-9.441055731832713417e-05,-5.804474431484188353e-07,9.999989830470809027e-01,-1.963256532140753130e+00,-6.155470798946124922e-02,2.918983605897318572e+06,9.956376993342215265e-01,2.946806701039610954e-01,-7.369014449055448495e+03,-1.530740007359522110e+02
5.415871378079470388e-02,9.092877436927612678e+01,9.092897504075870074e+01,-2.006714825724596979e-04,-1.999710183264095497e-04,-7.004642460501556899e-07,9.999977930963976913e-01,-5.282450706408614138e+00,-6.736570678415346181e-02,2.841530470023709349e+06,9.946905458924987231e-01,3.249354713846254183e-01,-1.562317319775157375e+04,-1.675247692121445766e+02
5.672426068491977919e-02,8.828813141674400811e+01,8.828836862546998532e+01,-2.372087259736178194e-04,-2.365192645122302106e-04,-6.894614613876006754e-07,9.999973132505485252e-01,-6.439353061294857739e+00,-6.010862653263737004e-02,2.759011519545936957e+06,9.935308830094309318e-01,3.584455661561954942e-01,-1.850015332985782152e+04,-1.494778911739670662e+02
5.941133984965033671e-02,8.548310444080316017e+01,8.548328520389618745e+01,-1.807630930220508001e-04,-1.802714806374413822e-04,-4.916123846094300529e-07,9.999978853983840787e-01,-4.678292025317763780e+00,-3.883604784326962628e-02,2.671352662621756084e+06,9.921088497742041046e-01,3.955831726504351886e-01,-1.412075381482206103e+04,-9.657732788140160096e+01
6.222570836730231120e-02,8.251305548147344382e+01,8.251310325343412444e+01,-4.777196067772817786e-05,-4.767241187617151548e-05,-9.954880155666484467e-08,9.999994210378861936e-01,-5.042606090859187429e-01,-7.122610445987422045e-03,2.578534476669816300e+06,9.903622165813618095e-01,4.367640308615117206e-01,-3.740789244288269401e+03,-1.771247906557605489e+01
6.517339604882427251e-02,7.937942431469643623e+01,7.937932292811187551e+01,1.013865845574339874e-04,1.009734042209451381e-04,4.131803364888450536e-07,1.000001277241740372e+00,4.193055014494102117e+00,2.676309213294144132e-02,2.480603841503496282e+06,9.882131274222564210e-01,4.824511850550994296e-01,7.940476392517186468e+03,6.655435008408511521e+01
6.826071834272386119e-02,7.608614930214180561e+01,7.608596593577840395e+01,1.833663633967250032e-04,1.824833533734923814e-04,8.830100232326284878e-07,1.000002409989295016e+00,6.786133755054889249e+00,5.175587515607608935e-02,2.377686435493075289e+06,9.855639420605718515e-01,5.331580838466436489e-01,1.438893419543524578e+04,1.287063025802582956e+02
7.149428986597576585e-02,7.264013001517182033e+01,7.263999360694170093e+01,1.364082301228032991e-04,1.353138460661087983e-04,1.094384056694513686e-06,1.000001877866769417e+00,5.304787165595461929e+00,5.801931997855981626e-02,2.269999800216928124e+06,9.822919291715975776e-01,5.894502345829194523e-01,1.070512744317292527e+04,1.442822120221586601e+02
7.488103857590022727e-02,6.905169832244239103e+01,6.905172903830683140e+01,-3.071586443673604566e-05,-3.158939863164002498e-05,8.735341949039822887e-07,9.999995551760272328e-01,-9.124736201469918484e-03,4.187159592081160508e-02,2.157866532447088510e+06,9.782425024627124932e-01,6.519441877108257399e-01,-2.509487343168263578e+03,1.041261166553688895e+02
7.842822061337681450e-02,6.533504367300305660e+01,6.533526351484859163e+01,-2.198418455339190558e-04,-2.200510237583429198e-04,2.091782244238749678e-07,9.999966351732019199e-01,-6.065812499055590834e+00,9.062528906605447215e-03,2.041726984839018434e+06,9.732206300927650489e-01,7.213019214185976136e-01,-1.757123415914367797e+04,2.253666050624135408e+01
8.214343584919429897e-02,6.150853602230803574e+01,6.150882079480184217e+01,-2.847724938075576464e-04,-2.840972754770954814e-04,-6.752183304621879854e-07,9.999953702169847025e-01,-8.181203223682654624e+00,-2.643461135915003632e-02,1.922150649837557692e+06,9.669799962338900823e-01,7.982176299194825297e-01,-2.283177932156779934e+04,-6.573748541440460258e+01
8.603464416684500349e-02,5.759491811061771216e+01,5.759504546831752236e+01,-1.273576998104958009e-04,-1.259692213784521092e-04,-1.388478432043695921e-06,9.999977887386184427e-01,-3.103940013462799463e+00,-4.911741879467004107e-02,1.799845170884922612e+06,9.592094804414742493e-01,8.833923293638944463e-01,-1.020566155148787584e+04,-1.221449998919765960e+02
9.011018251665019185e-02,5.362138519539464454e+01,5.362117386085380843e+01,2.113345408344489550e-04,2.129370404595917429e-04,-1.602499625142793793e-06,1.000003941251666362e+00,8.008073898624079590e+00,-5.123136309466173183e-02,1.675661683151681675e+06,9.495166019394717383e-01,9.774893787850514881e-01,1.742765003936425637e+04,-1.274019480914236766e+02
9.437878277775381408e-02,4.961958896222840565e+01,4.961903851164421297e+01,5.504505841956914593e-04,5.517680437712071517e-04,-1.317459575515649610e-06,1.000011093535882578e+00,1.939407597213199708e+01,-3.808353212950249533e-02,1.550594953488881700e+06,9.374078585939249475e-01,1.081060748117164794e+00,4.574231429019792995e+04,-9.470597482514590126e+01
9.884959046625586832e-02,4.562554249017829022e+01,4.562485113803774084e+01,6.913521405473938225e-04,6.922530009173095099e-04,-9.008603699156812055e-07,1.000015152973068533e+00,2.445624039923438886e+01,-2.356931602909922291e-02,1.425776598063679412e+06,9.222665657609826484e-01,1.194429508480775004e+00,5.833088446703071531e+04,-5.861208048947162297e+01
1.035321843295662625e-01,4.167927906969387664e+01,4.167870565167428509e+01,5.734180195900291611e-04,5.741568543935638563e-04,-7.388348035347158703e-07,1.000013758057277213e+00,2.086250636246532864e+01,-1.752442817371562683e-02,1.302459551614821423e+06,9.033301926943656524e-01,1.317508758721711803e+00,4.939400109032154432e+04,-4.357967763602684386e+01
1.084365968689610937e-01,3.782405167067637564e+01,3.782374415350525254e+01,3.075171711203481873e-04,3.082718226281145430e-04,-7.546515077663422710e-07,1.000008130267851625e+00,1.195123698775567078e+01,-1.626929083942059776e-02,1.181992004797039088e+06,8.796718094859576897e-01,1.449532118545497461e+00,2.723349218081426807e+04,-4.045840715146061939e+01
1.135733358343105209e-01,3.410498422526005413e+01,3.410493729582959332e+01,4.692943046220994193e-05,4.736024249935805126e-05,-4.308120371481059428e-07,1.000001376030398514e+00,2.740786479717395530e+00,-8.474311021341643727e-03,1.065779290494674817e+06,8.501947799739389966e-01,1.588669111503401066e+00,4.328980829915046343e+03,-2.107388263038517096e+01
1.189534067370319470e-01,3.056731863064245047e+01,3.056744869463198100e+01,-1.300639895304611562e-04,-1.304531081550215795e-04,3.891186245604269793e-07,9.999957450165098960e-01,-4.010293014643177223e+00,7.022758343394766220e-03,9.552327717072494561e+05,8.136569294310534994e-01,1.731507254403870100e+00,-1.245957655655087001e+04,1.746416725767386424e+01
1.245883364295008178e-01,2.725441703541246596e+01,2.725458398373248414e+01,-1.669483200181470881e-04,-1.677834955913466502e-04,8.351755731995589241e-07,9.999938744865775053e-01,-5.820467236875757067e+00,1.393881099625201778e-02,8.517057494916401338e+05,7.687500071668615931e-01,1.872414847256626880e+00,-1.696111054601715296e+04,3.466297923245586077e+01
1.304901978014403052e-01,2.420539036707627290e+01,2.420537091127419771e+01,1.945580207423447549e-05,1.957117534916252377e-05,-1.153732749280480073e-07,1.000000803780373593e+00,1.856258008214296318e+00,-1.800119812374250099e-03,7.564178409773187013e+05,7.142697922753481476e-01,2.002874929056068787e+00,2.129338977645718842e+03,-4.476530723390892419e+00
1.366716356462007453e-01,2.145221702117312645e+01,2.145187853935410160e+01,3.384818190263976607e-04,3.402859282756412625e-04,-1.804109249243625736e-06,1.000015778656326182e+00,1.737467587104986677e+01,-2.670668882150423196e-02,6.703712043548156507e+05,6.494134810579301753e-01,2.111022239247696941e+00,4.072047822508083482e+04,-6.641408655561662044e+01
1.431458937523478470e-01,1.901688769637706145e+01,1.901645954345350020e+01,4.281529235614119750e-04,4.302941313042980657e-04,-2.141207742886091604e-06,1.000022514859960188e+00,2.441743233107589006e+01,-3.066839996239445129e-02,5.942643607329218648e+05,5.742171649372080910e-01,2.181813920753566283e+00,5.823437671891709033e+04,-7.626605391772460507e+01
1.499268432786045602e-01,1.690933132137792683e+01,1.690918423137961923e+01,1.470899983068386311e-04,1.477491733251165725e-04,-6.591750182779521516e-07,1.000008698822858255e+00,1.042133715769096014e+01,-9.369979345162602127e-03,5.284120072306131478e+05,4.900749850185273648e-01,2.198427399076463562e+00,2.342894342471662094e+04,-2.330122702268107560e+01
1.570290124729377401e-01,1.512573182626886137e+01,1.512581701923710042e+01,-8.519296823887456834e-05,-8.571036960736262385e-05,5.174013684880554081e-07,9.999943677113024565e-01,-5.693486536489369421e+00,7.536600584579639973e-03,4.726817818511594087e+05,4.001575315986049541e-01,2.145369465158350142e+00,-1.664533545002083338e+04,1.874198808039246700e+01
1.644676177994664479e-01,1.364674968883999995e+01,1.364674764573107346e+01,2.043108926860727304e-06,1.753382964163686205e-06,2.897259626970412042e-07,1.000000149713981656e+00,1.177079696416053478e+00,4.497507968947449600e-03,4.264608639290960855e+05,3.094268780615991310e-01,2.013100676373326792e+00,4.403610782160485542e+02,1.118438476333089326e+01
1.722585965398787389e-01,1.243738742538710618e+01,1.243730521129060484e+01,8.221409650054305304e-05,8.218912167727522502e-05,2.497482326783244340e-08,1.000006610282139441e+00,1.246760600120576257e+01,4.329300306611859285e-04,3.886657878528314177e+05,2.239709013498366597e-01,1.802746799356498730e+00,2.851759657065907595e+04,1.076608662385211801e+00
1.804186409392071755e-01,1.144983511022790168e+01,1.144982283770517206e+01,1.227252272902004460e-05,1.225543514824527917e-05,1.708758077476513746e-08,1.000001071852630652e+00,3.558734066866928725e+00,3.493564357570655703e-04,3.578069636782866437e+05,1.496764956319247553e-01,1.528487368650431222e+00,6.363049606242188020e+03,8.687781820578619474e-01
1.889652339691209604e-01,1.062764811641742924e+01,1.062765412975555712e+01,-6.013338127189726500e-06,-5.526555257387282479e-06,-4.867828698024443388e-07,9.999994341801065056e-01,-9.037246770235838333e-01,-1.251240868743361614e-02,3.321141915548612014e+05,9.071944797362789525e-02,1.215750305263284092e+00,-4.734174884911333720e+03,-3.111580769673490821e+01
1.979166867853557332e-01,9.911056401061376420e+00,9.911049491482708973e+00,6.909578666741420850e-06,7.453689778493100519e-06,-5.441111117516795631e-07,1.000000697159132645e+00,5.794999576069473690e+00,-1.898510877840892119e-02,3.097202966088346438e+05,4.857723173540788586e-02,8.956215337347669392e-01,1.192418569773436502e+04,-4.721209230032992110e+01
2.072921779595371938e-01,9.244384900112001091e+00,9.244385330362350217e+00,-4.302503488957544641e-07,-3.736313178990610502e-07,-5.661903099669343376e-08,9.999999534581982541e-01,4.690492817792716318e-01,-2.958031791837214142e-03,2.888870415738234296e+05,2.199070136579358778e-02,5.981493246723157409e-01,-1.320366114734702933e+03,-7.356021585841704180e+00
2.171117945694505391e-01,8.583750690897263169e+00,8.583749598742555165e+00,1.092154707199758980e-06,1.199579268097716570e-06,-1.074245608979576031e-07,1.000000127235154634e+00,5.843214228358947437e+00,-9.661961060924354264e-03,2.682421749607048696e+05,7.740077221559434582e-03,3.474468078367530244e-01,1.204408570150509513e+04,-2.402732598136757147e+01
2.273965752357927639e-01,7.903429159684967509e+00,7.903428716874703497e+00,4.428102640132109453e-07,5.710774542437063921e-07,-1.282671902304954203e-07,1.000000056027615436e+00,1.117082365794664867e+01,-2.509709982759786642e-02,2.469821474023344927e+05,1.754643581021315653e-03,1.597136610300775028e-01,2.529276344497190439e+04,-6.241136710676492072e+01
2.381685551976158166e-01,7.199581478815173519e+00,7.199581477780617078e+00,1.034556293747869338e-09,8.568850347995236739e-09,-7.534294054247367401e-09,1.000000000143696832e+00,2.877900803904602789e+00,-5.440322319242352211e-03,2.249869211806443054e+05,1.425935666133588476e-04,4.327807717613682548e-02,4.669956180900962863e+03,-1.352897170500913582e+01
2.494508135230316670e-01,6.489532307087557683e+00,6.489532306904052916e+00,1.835043862053688594e-10,2.975471017504967269e-11,1.537496760303191996e-10,1.000000000028276936e+00,9.113991277217996512e+00,-4.198005324801944334e-03,2.027978845907516661e+05,1.145964619879539847e-07,-1.144514359608191437e-03,2.017784093709008448e+04,-1.043958279013011037e+01
2.612675225563328985e-01,5.805852992390610368e+00,5.805852995834517749e+00,-3.443907350302154948e-09,-2.481920685184661142e-09,-9.619866651174938054e-10,9.999999994068214937e-01,-1.120922546818074128e+00,-1.614365314229274095e-03,1.814329061198286945e+05,3.656900226195459563e-05,1.862161124248004271e-02,-5.274301675642943337e+03,-4.014597183057654561e+00
